Crop,Season,Region,Soil_Type,Irrigation_Type,Mechanization_Level,Labour_Availability,Gender_Split,Farm_Size_Acre,Task,Prev_Yield_q_per_acre,Weather_Index,Labour_Per_Acre_est,Labour_Required,Labour_Hours_est,Duration_Days_est,Wage_Per_Day_INR,Total_Labour_Cost_INR,Male_Workers_est,Female_Workers_est,Labour_Demand_Level
Groundnut,Zaid,Karnataka,Alluvial,Rainfed,Low,Medium,Mostly_Male,2.89,Threshing,22.22,1.07,2.88,8,54.9,11,515,4120,7,1,Medium
Sugarcane,Kharif,Haryana,Sandy,Canal,Low,Medium,Mixed,3.97,Fertilizer_Application,33.81,0.93,1.43,6,42.7,7,676,4056,4,2,Very_Low
Cotton,Rabi,Haryana,Loamy,Rainfed,None,Medium,Mostly_Female,5.88,Harvesting,32.91,0.87,3.47,20,130.3,47,655,13100,5,15,Medium
Soybean,Kharif,Tamil_Nadu,Alluvial,Canal,Low,High,Mostly_Female,1.16,Harvesting,20.76,0.93,2.41,3,24.2,8,538,1614,1,2,Low
Sugarcane,Rabi,Punjab,Black,Sprinkler,None,High,Mixed,5.93,Sowing,28.45,0.94,2.76,16,123.2,27,748,11968,8,8,Medium
Vegetables,Zaid,Madhya_Pradesh,Loamy,Rainfed,Low,High,Mostly_Male,9.81,Sowing,27.06,0.98,3.11,31,217.7,40,512,15872,25,6,Medium
Pulses,Kharif,Uttar_Pradesh,Laterite,Drip,Low,Medium,Mixed,3.5,Pest_Control,11.9,0.91,0.79,3,21.4,7,409,1227,1,2,Very_Low
Rice,Kharif,Uttar_Pradesh,Black,Drip,Medium,Medium,Mostly_Female,1.33,Pest_Control,33.76,0.95,0.8,1,6.0,2,415,415,0,1,Very_Low
Sugarcane,Kharif,Madhya_Pradesh,Laterite,Drip,Medium,Medium,Mostly_Male,3.31,Land_Preparation,29.8,0.88,1.58,5,39.0,6,502,2510,4,1,Low
Vegetables,Rabi,Haryana,Loamy,Sprinkler,High,High,Mostly_Female,1.33,Threshing,36.06,0.9,1.41,2,12.8,3,665,1330,0,2,Very_Low
Vegetables,Rabi,West_Bengal,Red,Drip,Medium,Medium,Mostly_Male,4.0,Harvesting,40.65,1.03,3.54,14,88.5,24,488,6832,11,3,Medium
Soybean,Rabi,Bihar,Laterite,Tube_Well,Low,High,Mostly_Female,1.27,Post_Harvest,16.8,0.89,0.61,1,8.8,3,371,371,0,1,Very_Low
Pulses,Rabi,Karnataka,Sandy,Canal,Low,Medium,Mixed,0.52,Fertilizer_Application,22.27,0.88,0.76,1,7.8,1,513,513,1,0,Very_Low
Groundnut,Zaid,Maharashtra,Laterite,Tube_Well,Medium,Low,Mixed,5.22,Harvesting,22.64,0.89,2.21,12,81.1,29,502,6024,6,6,Low
Groundnut,Zaid,Karnataka,Sandy,Drip,Low,High,Mostly_Female,6.49,Pest_Control,20.93,1.01,1.06,7,49.6,14,496,3472,1,6,Very_Low
Rice,Kharif,Maharashtra,Loamy,Tube_Well,None,Medium,Mostly_Female,6.52,Pest_Control,35.56,1.14,1.48,10,83.9,11,462,4620,1,9,Very_Low
Mustard,Zaid,Odisha,Loamy,Sprinkler,Low,Medium,Mixed,1.69,Post_Harvest,24.33,1.06,0.77,1,9.0,5,389,389,1,0,Very_Low
Rice,Kharif,Madhya_Pradesh,Red,Tube_Well,Low,High,Mostly_Female,1.19,Harvesting,32.02,0.95,2.77,3,24.5,8,412,1236,0,3,Medium
Rice,Kharif,Bihar,Loamy,Rainfed,Medium,Low,Mostly_Female,3.29,Weeding,20.02,1.0,1.33,4,28.0,8,385,1540,1,3,Very_Low
Sugarcane,Kharif,West_Bengal,Laterite,Rainfed,Medium,High,Mixed,3.64,Post_Harvest,28.5,0.98,0.92,3,19.9,8,462,1386,2,1,Very_Low
Soybean,Kharif,Tamil_Nadu,Black,Tube_Well,Low,Medium,Mixed,2.09,Harvesting,17.96,1.01,2.68,6,46.7,16,544,3264,3,3,Medium
Groundnut,Zaid,Madhya_Pradesh,Loamy,Tube_Well,High,Medium,Mostly_Female,1.67,Transplanting,22.45,0.94,1.58,3,19.1,7,420,1260,0,3,Low
Soybean,Kharif,Odisha,Laterite,Drip,None,Medium,Mostly_Female,0.75,Transplanting,22.02,1.02,3.84,3,19.3,5,405,1215,0,3,Medium
Pulses,Kharif,Karnataka,Black,Canal,Medium,High,Mostly_Female,0.81,Harvesting,21.07,0.97,1.73,1,8.1,5,452,452,0,1,Low
Cotton,Rabi,Punjab,Red,Canal,Low,Low,Mixed,1.32,Post_Harvest,36.79,1.07,1.72,2,15.3,3,649,1298,1,1,Low
Pulses,Zaid,Punjab,Loamy,Drip,Low,High,Mostly_Male,1.26,Weeding,15.83,0.94,0.9,1,7.3,3,772,772,1,0,Very_Low
Rice,Kharif,Maharashtra,Loamy,Sprinkler,Medium,High,Mostly_Female,3.95,Pest_Control,27.02,0.9,0.69,3,19.9,6,457,1371,0,3,Very_Low
Maize,Zaid,Tamil_Nadu,Black,Tube_Well,High,Medium,Mostly_Female,2.95,Irrigation,25.77,1.14,0.35,1,8.7,2,485,485,0,1,Very_Low
Vegetables,Kharif,Uttar_Pradesh,Loamy,Canal,Medium,Low,Mostly_Male,6.38,Fertilizer_Application,33.61,1.1,1.73,11,88.3,10,438,4818,9,2,Low
Vegetables,Rabi,Karnataka,Alluvial,Rainfed,Low,Medium,Mostly_Female,9.04,Fertilizer_Application,32.68,0.99,1.66,15,116.2,19,533,7995,0,15,Low
Groundnut,Zaid,Bihar,Alluvial,Sprinkler,Low,High,Mostly_Male,0.67,Harvesting,30.8,0.93,2.83,2,14.0,5,395,790,2,0,Medium
Pulses,Zaid,Punjab,Alluvial,Rainfed,Medium,High,Mostly_Male,5.5,Sowing,7.81,1.13,1.14,6,44.2,21,704,4224,6,0,Very_Low
Sugarcane,Zaid,Uttar_Pradesh,Black,Tube_Well,None,Medium,Mostly_Male,5.24,Fertilizer_Application,39.85,1.05,1.67,9,55.4,11,454,4086,8,1,Low
Vegetables,Zaid,Haryana,Loamy,Rainfed,None,Medium,Mostly_Male,1.35,Post_Harvest,34.49,0.92,1.72,2,12.1,4,717,1434,2,0,Low
Vegetables,Zaid,Madhya_Pradesh,Laterite,Rainfed,Low,Low,Mostly_Male,1.76,Sowing,35.98,0.94,3.69,6,38.5,7,489,2934,4,2,Medium
Sugarcane,Kharif,Tamil_Nadu,Sandy,Rainfed,Medium,Low,Mixed,0.62,Weeding,38.36,1.04,1.58,1,7.2,2,579,579,0,1,Low
Rice,Kharif,Haryana,Sandy,Drip,Low,Medium,Mostly_Male,3.63,Weeding,29.85,0.93,1.26,5,38.3,10,683,3415,5,0,Very_Low
Wheat,Zaid,Uttar_Pradesh,Black,Sprinkler,Medium,Low,Mixed,7.05,Irrigation,12.77,1.04,0.66,5,41.9,5,418,2090,2,3,Very_Low
Soybean,Kharif,Tamil_Nadu,Alluvial,Tube_Well,High,Low,Mostly_Female,4.56,Pest_Control,13.78,0.96,0.42,2,16.6,7,568,1136,0,2,Very_Low
Rice,Kharif,Uttar_Pradesh,Black,Rainfed,High,High,Mixed,1.01,Threshing,26.35,0.94,1.28,1,8.3,3,420,420,1,0,Very_Low
Mustard,Zaid,Madhya_Pradesh,Red,Rainfed,Low,Medium,Mostly_Male,10.41,Transplanting,23.92,1.01,3.3,34,268.7,75,481,16354,24,10,Medium
Vegetables,Zaid,Maharashtra,Alluvial,Canal,None,Medium,Mixed,0.65,Post_Harvest,38.37,1.03,1.66,1,8.2,2,464,464,1,0,Low
Wheat,Kharif,Karnataka,Red,Sprinkler,Low,High,Mixed,1.98,Transplanting,20.27,0.96,3.51,7,60.3,14,446,3122,4,3,Medium
Pulses,Rabi,Uttar_Pradesh,Sandy,Rainfed,Low,High,Mostly_Female,2.49,Sowing,15.84,1.0,1.59,4,24.7,10,395,1580,0,4,Low
Rice,Zaid,Haryana,Black,Sprinkler,None,High,Mostly_Male,3.96,Weeding,35.3,0.86,1.1,4,35.0,10,741,2964,3,1,Very_Low
Vegetables,Kharif,Bihar,Black,Drip,High,Medium,Mostly_Male,2.26,Post_Harvest,35.45,0.96,0.73,2,17.4,4,418,836,2,0,Very_Low
Vegetables,Kharif,Karnataka,Red,Tube_Well,Low,Medium,Mostly_Male,2.44,Fertilizer_Application,40.88,0.91,1.58,4,27.6,5,487,1948,4,0,Low
Groundnut,Kharif,Tamil_Nadu,Black,Canal,None,Medium,Mostly_Male,1.15,Threshing,23.21,0.95,3.3,4,34.5,5,468,1872,4,0,Medium
Maize,Kharif,Maharashtra,Sandy,Canal,Low,High,Mostly_Male,1.37,Irrigation,13.22,0.88,0.71,1,8.7,1,537,537,1,0,Very_Low
Rice,Zaid,Haryana,Sandy,Canal,Medium,Medium,Mostly_Female,3.63,Post_Harvest,16.44,0.87,0.83,3,19.2,8,723,2169,1,2,Very_Low
Vegetables,Zaid,Bihar,Red,Drip,Low,Low,Mostly_Male,3.86,Transplanting,37.81,1.08,7.5,29,187.5,21,386,11194,24,5,High
Mustard,Rabi,Maharashtra,Laterite,Tube_Well,Low,High,Mostly_Male,2.81,Transplanting,22.71,1.09,3.16,9,73.0,19,476,4284,9,0,Medium
Sugarcane,Kharif,Maharashtra,Red,Drip,Low,Medium,Mixed,1.58,Transplanting,39.38,0.86,5.05,8,58.9,11,481,3848,4,4,High
Sugarcane,Kharif,Punjab,Alluvial,Canal,None,High,Mixed,9.1,Sowing,31.63,1.02,2.86,26,219.4,29,641,16666,15,11,Medium
Groundnut,Kharif,Haryana,Red,Rainfed,None,Medium,Mostly_Male,5.99,Post_Harvest,22.59,0.98,1.37,8,59.9,17,654,5232,6,2,Very_Low
Sugarcane,Rabi,Uttar_Pradesh,Laterite,Canal,None,Medium,Mostly_Male,9.23,Irrigation,33.48,1.0,1.43,13,96.7,8,418,5434,11,2,Very_Low
Mustard,Kharif,Tamil_Nadu,Alluvial,Drip,Medium,Medium,Mostly_Female,1.46,Harvesting,13.51,0.95,2.03,3,20.9,8,471,1413,1,2,Low
Wheat,Rabi,Punjab,Laterite,Sprinkler,Low,Medium,Mostly_Male,11.51,Transplanting,21.38,0.88,3.32,38,258.4,83,790,30020,27,11,Medium
Cotton,Zaid,West_Bengal,Red,Canal,None,Medium,Mostly_Female,1.76,Fertilizer_Application,31.39,1.12,1.37,2,16.2,4,447,894,0,2,Very_Low
Cotton,Rabi,Tamil_Nadu,Red,Canal,Low,Low,Mostly_Male,1.57,Post_Harvest,29.46,0.92,1.38,2,12.0,5,494,988,1,1,Very_Low
Sugarcane,Rabi,Punjab,Alluvial,Canal,Medium,High,Mostly_Male,7.0,Threshing,31.72,1.11,3.18,22,156.7,26,699,15378,16,6,Medium
Maize,Rabi,Madhya_Pradesh,Black,Drip,Medium,High,Mostly_Female,3.85,Fertilizer_Application,27.58,0.9,0.65,2,16.2,7,493,986,0,2,Very_Low
Soybean,Kharif,West_Bengal,Red,Tube_Well,None,Medium,Mostly_Female,6.29,Post_Harvest,19.56,0.97,1.05,7,62.3,15,451,3157,2,5,Very_Low
Soybean,Kharif,Odisha,Alluvial,Drip,None,Medium,Mostly_Male,4.29,Fertilizer_Application,16.43,1.14,0.97,4,34.6,7,430,1720,4,0,Very_Low
Pulses,Rabi,Punjab,Red,Canal,Low,Low,Mixed,1.41,Sowing,10.0,1.07,1.65,2,14.6,5,659,1318,1,1,Low
Vegetables,Rabi,Tamil_Nadu,Laterite,Rainfed,Medium,High,Mostly_Female,6.66,Weeding,29.16,0.9,1.11,7,59.8,15,509,3563,2,5,Very_Low
Rice,Rabi,Madhya_Pradesh,Laterite,Canal,Medium,Medium,Mostly_Male,2.73,Fertilizer_Application,28.68,1.03,0.97,3,22.3,4,511,1533,2,1,Very_Low
Vegetables,Kharif,Punjab,Alluvial,Tube_Well,Low,Low,Mostly_Female,3.89,Threshing,31.86,1.07,5.35,21,142.7,13,671,14091,0,21,High
Soybean,Zaid,Karnataka,Black,Rainfed,Low,Medium,Mixed,2.73,Post_Harvest,16.48,0.99,0.7,2,13.2,8,549,1098,1,1,Very_Low
Rice,Rabi,West_Bengal,Laterite,Drip,High,Medium,Mostly_Female,1.97,Threshing,26.57,0.97,1.21,2,14.3,5,391,782,0,2,Very_Low
Maize,Kharif,Uttar_Pradesh,Sandy,Rainfed,None,Medium,Mostly_Male,4.32,Sowing,27.76,1.05,2.63,11,79.7,19,401,4411,8,3,Medium
Vegetables,Zaid,West_Bengal,Sandy,Drip,Medium,Low,Mixed,2.11,Sowing,41.13,0.97,2.97,6,36.6,7,442,2652,3,3,Medium
Soybean,Kharif,Haryana,Laterite,Canal,High,Low,Mostly_Male,2.55,Weeding,18.83,0.89,0.43,1,9.0,5,747,747,1,0,Very_Low
Soybean,Rabi,Bihar,Loamy,Rainfed,None,Medium,Mostly_Female,0.79,Fertilizer_Application,25.45,1.11,1.05,1,8.8,1,408,408,0,1,Very_Low
Vegetables,Kharif,West_Bengal,Black,Canal,Medium,Medium,Mostly_Male,0.98,Sowing,40.39,1.02,2.38,2,13.7,3,423,846,2,0,Low
Vegetables,Zaid,Karnataka,Sandy,Sprinkler,Low,Low,Mixed,0.79,Transplanting,27.35,1.04,7.8,6,43.2,5,537,3222,3,3,High
Wheat,Zaid,Karnataka,Red,Tube_Well,None,High,Mixed,1.65,Irrigation,27.22,0.93,0.63,1,8.1,1,536,536,0,1,Very_Low
Groundnut,Rabi,Uttar_Pradesh,Loamy,Drip,Medium,Low,Mixed,5.19,Weeding,25.0,1.12,1.21,6,44.7,13,417,2502,2,4,Very_Low
Sugarcane,Kharif,Uttar_Pradesh,Loamy,Sprinkler,Low,High,Mostly_Female,3.56,Post_Harvest,21.15,0.86,1.06,4,34.0,11,404,1616,1,3,Very_Low
Pulses,Zaid,Maharashtra,Red,Tube_Well,Medium,Medium,Mostly_Female,1.51,Sowing,22.91,1.05,1.16,2,14.9,5,570,1140,0,2,Very_Low
Mustard,Rabi,Bihar,Black,Tube_Well,Medium,Medium,Mixed,6.47,Land_Preparation,20.65,0.97,0.87,6,46.3,12,423,2538,3,3,Very_Low
Cotton,Rabi,West_Bengal,Sandy,Rainfed,High,High,Mostly_Female,0.82,Land_Preparation,29.93,0.99,0.78,1,6.5,1,411,411,0,1,Very_Low
Maize,Zaid,Uttar_Pradesh,Laterite,Drip,High,Medium,Mostly_Male,1.1,Harvesting,23.98,0.94,1.08,1,7.9,6,378,378,1,0,Very_Low
Pulses,Zaid,Odisha,Sandy,Tube_Well,Low,Low,Mostly_Male,1.73,Fertilizer_Application,17.97,1.15,1.07,2,17.2,3,431,862,2,0,Very_Low
Maize,Kharif,Madhya_Pradesh,Sandy,Canal,High,High,Mostly_Female,1.3,Pest_Control,22.02,1.05,0.44,1,8.2,2,517,517,0,1,Very_Low
Vegetables,Rabi,West_Bengal,Loamy,Rainfed,Medium,High,Mostly_Male,2.51,Fertilizer_Application,35.39,1.07,1.16,3,22.8,4,484,1452,3,0,Very_Low
Mustard,Rabi,Madhya_Pradesh,Loamy,Sprinkler,None,Low,Mostly_Male,0.78,Irrigation,18.62,1.07,0.91,1,8.7,1,506,506,1,0,Very_Low
Cotton,Rabi,Maharashtra,Loamy,Tube_Well,Low,High,Mixed,0.77,Irrigation,24.49,1.03,0.99,1,6.4,1,529,529,1,0,Very_Low
Soybean,Kharif,Karnataka,Black,Sprinkler,None,Medium,Mostly_Female,1.35,Irrigation,20.44,0.97,0.81,1,6.5,2,473,473,0,1,Very_Low
Groundnut,Kharif,Bihar,Loamy,Canal,Medium,Medium,Mostly_Female,5.04,Transplanting,34.28,0.94,2.88,14,103.0,25,415,5810,2,12,Medium
Sugarcane,Rabi,Haryana,Black,Sprinkler,Low,Medium,Mixed,1.57,Harvesting,30.4,0.96,3.57,6,39.6,11,587,3522,3,3,Medium
Mustard,Kharif,Punjab,Loamy,Rainfed,Medium,Low,Mostly_Female,1.64,Fertilizer_Application,14.92,0.94,0.66,1,7.5,2,641,641,0,1,Very_Low
Maize,Rabi,Tamil_Nadu,Sandy,Sprinkler,Low,High,Mostly_Male,0.69,Fertilizer_Application,17.2,1.15,0.98,1,8.3,1,585,585,1,0,Very_Low
Wheat,Kharif,Maharashtra,Loamy,Canal,Low,Low,Mostly_Female,0.76,Transplanting,12.83,0.89,3.93,3,25.1,5,530,1590,1,2,Medium
Soybean,Kharif,Odisha,Alluvial,Rainfed,Medium,Low,Mostly_Female,1.41,Sowing,17.04,0.98,1.43,2,15.3,4,375,750,0,2,Very_Low
Wheat,Rabi,West_Bengal,Loamy,Rainfed,Medium,Medium,Mostly_Female,1.9,Transplanting,19.49,0.98,3.2,6,45.2,11,417,2502,1,5,Medium
Groundnut,Kharif,Odisha,Black,Tube_Well,Medium,High,Mixed,3.71,Pest_Control,24.21,0.94,0.64,2,15.0,5,453,906,1,1,Very_Low
Wheat,Kharif,Haryana,Alluvial,Sprinkler,Medium,Low,Mostly_Male,3.97,Threshing,24.26,0.87,1.88,7,61.0,13,659,4613,7,0,Low
Maize,Rabi,Punjab,Alluvial,Canal,High,High,Mixed,5.14,Fertilizer_Application,16.9,0.98,0.31,2,17.1,8,631,1262,1,1,Very_Low
Sugarcane,Rabi,Bihar,Laterite,Sprinkler,Low,Medium,Mixed,0.91,Fertilizer_Application,29.26,0.9,1.26,1,8.9,2,378,378,1,0,Very_Low
Vegetables,Zaid,Madhya_Pradesh,Alluvial,Canal,Medium,Low,Mostly_Male,1.83,Sowing,29.86,0.97,2.62,5,42.0,6,425,2125,4,1,Medium
Pulses,Zaid,Punjab,Loamy,Canal,Low,Medium,Mixed,3.89,Harvesting,14.87,0.86,1.84,7,48.6,31,748,5236,4,3,Low
Soybean,Zaid,Odisha,Black,Tube_Well,Low,Medium,Mostly_Female,3.25,Sowing,7.04,0.98,1.61,5,37.2,13,424,2120,0,5,Low
Mustard,Zaid,Punjab,Alluvial,Canal,Low,Medium,Mixed,1.11,Transplanting,23.26,0.87,2.82,3,20.2,8,638,1914,1,2,Medium
Vegetables,Rabi,Maharashtra,Alluvial,Drip,Low,Medium,Mostly_Male,5.01,Harvesting,31.06,0.98,4.22,21,157.3,39,462,9702,17,4,High
Mustard,Zaid,Punjab,Alluvial,Sprinkler,High,Medium,Mostly_Female,3.15,Threshing,14.14,0.91,0.86,3,26.6,8,639,1917,0,3,Very_Low
Groundnut,Rabi,Tamil_Nadu,Sandy,Sprinkler,Low,Medium,Mostly_Female,1.69,Harvesting,24.4,0.88,3.23,5,33.3,12,575,2875,1,4,Medium
Maize,Zaid,Tamil_Nadu,Red,Rainfed,None,Low,Mostly_Male,2.02,Pest_Control,15.95,0.88,0.99,2,13.1,5,519,1038,2,0,Very_Low
Cotton,Zaid,Bihar,Alluvial,Drip,None,Medium,Mostly_Female,1.45,Post_Harvest,25.48,0.89,1.42,2,14.7,5,389,778,1,1,Very_Low
Wheat,Zaid,Punjab,Sandy,Drip,Medium,Medium,Mostly_Female,1.06,Transplanting,14.69,1.06,2.67,3,25.3,5,745,2235,1,2,Medium
Pulses,Zaid,West_Bengal,Laterite,Sprinkler,High,High,Mixed,1.29,Pest_Control,14.73,1.14,0.4,1,7.4,1,431,431,1,0,Very_Low
Mustard,Rabi,Tamil_Nadu,Red,Sprinkler,Medium,Low,Mostly_Female,0.76,Irrigation,20.09,1.06,0.7,1,6.4,1,594,594,0,1,Very_Low
Mustard,Zaid,Bihar,Loamy,Rainfed,Medium,Medium,Mostly_Female,2.77,Post_Harvest,23.55,1.13,0.79,2,16.0,8,392,784,1,1,Very_Low
Vegetables,Kharif,Tamil_Nadu,Alluvial,Rainfed,Low,Low,Mostly_Male,3.61,Weeding,31.63,0.93,2.36,9,80.6,11,487,4383,6,3,Low
Maize,Kharif,Tamil_Nadu,Alluvial,Tube_Well,Medium,Low,Mostly_Female,2.04,Threshing,19.98,1.11,2.41,5,38.4,6,569,2845,1,4,Low
Maize,Zaid,Punjab,Laterite,Drip,Low,High,Mostly_Female,3.65,Fertilizer_Application,17.8,1.14,0.76,3,24.7,6,782,2346,1,2,Very_Low
Groundnut,Kharif,Bihar,Sandy,Sprinkler,Medium,Low,Mostly_Female,0.77,Weeding,31.91,0.94,1.04,1,8.0,2,358,358,0,1,Very_Low
Vegetables,Kharif,West_Bengal,Red,Sprinkler,Low,Low,Mixed,1.17,Land_Preparation,42.98,0.95,2.83,3,19.4,2,421,1263,1,2,Medium
Soybean,Zaid,Uttar_Pradesh,Laterite,Sprinkler,Medium,Low,Mostly_Female,2.19,Fertilizer_Application,11.45,1.01,0.76,2,15.1,4,394,788,0,2,Very_Low
Vegetables,Kharif,Bihar,Black,Canal,Medium,Medium,Mixed,1.38,Weeding,36.14,1.14,1.87,3,22.3,3,413,1239,2,1,Low
Rice,Zaid,Bihar,Laterite,Canal,High,Medium,Mostly_Female,1.04,Weeding,26.64,1.14,0.71,1,7.0,2,431,431,0,1,Very_Low
Mustard,Zaid,Uttar_Pradesh,Alluvial,Sprinkler,Medium,Medium,Mostly_Female,0.71,Harvesting,16.71,1.0,1.78,1,8.0,4,386,386,0,1,Low
Mustard,Zaid,Punjab,Loamy,Rainfed,Low,Medium,Mostly_Male,1.53,Pest_Control,15.87,1.1,0.85,1,8.5,3,759,759,1,0,Very_Low
Rice,Zaid,Madhya_Pradesh,Alluvial,Drip,Medium,Low,Mostly_Male,0.91,Land_Preparation,21.86,0.9,1.19,1,6.2,2,507,507,1,0,Very_Low
Groundnut,Zaid,West_Bengal,Laterite,Tube_Well,None,Medium,Mostly_Female,5.04,Land_Preparation,21.27,1.04,1.84,9,74.4,10,462,4158,0,9,Low
Mustard,Kharif,Uttar_Pradesh,Loamy,Tube_Well,Medium,Medium,Mixed,0.67,Pest_Control,6.49,0.97,0.71,1,7.4,1,392,392,0,1,Very_Low
Mustard,Rabi,Madhya_Pradesh,Red,Tube_Well,High,Low,Mostly_Female,8.58,Transplanting,22.42,0.89,1.27,11,85.7,41,511,5621,1,10,Very_Low
Pulses,Kharif,West_Bengal,Loamy,Sprinkler,None,Low,Mostly_Female,0.74,Irrigation,19.95,0.91,0.68,1,8.4,1,478,478,0,1,Very_Low
Mustard,Rabi,Tamil_Nadu,Alluvial,Tube_Well,Medium,Medium,Mostly_Male,4.51,Post_Harvest,18.58,1.0,0.63,3,19.2,11,481,1443,3,0,Very_Low
Cotton,Rabi,Karnataka,Laterite,Tube_Well,Medium,Medium,Mostly_Female,3.9,Transplanting,26.38,1.02,4.11,16,111.2,21,432,6912,1,15,High
Cotton,Zaid,West_Bengal,Red,Tube_Well,None,Medium,Mixed,2.71,Harvesting,27.34,0.98,4.53,12,89.5,18,456,5472,5,7,High
Maize,Kharif,Tamil_Nadu,Black,Tube_Well,Medium,Medium,Mostly_Female,5.8,Sowing,30.22,1.12,1.82,11,86.8,21,543,5973,3,8,Low
Cotton,Kharif,Tamil_Nadu,Red,Sprinkler,High,Medium,Mostly_Female,1.16,Transplanting,38.1,0.96,2.22,3,24.9,6,505,1515,0,3,Low
Mustard,Kharif,West_Bengal,Red,Sprinkler,None,Low,Mostly_Female,3.43,Transplanting,16.18,1.08,4.23,15,97.2,25,447,6705,4,11,High
Sugarcane,Zaid,Karnataka,Red,Rainfed,Low,Medium,Mostly_Male,1.61,Irrigation,26.99,0.96,0.94,2,13.2,2,475,950,2,0,Very_Low
Groundnut,Kharif,Punjab,Loamy,Tube_Well,None,High,Mostly_Female,3.13,Irrigation,21.71,1.1,0.93,3,22.9,3,744,2232,0,3,Very_Low
Rice,Zaid,Uttar_Pradesh,Laterite,Canal,Low,Medium,Mixed,2.39,Harvesting,24.47,1.09,4.06,10,60.2,20,424,4240,4,6,High
Mustard,Zaid,Uttar_Pradesh,Black,Canal,None,Medium,Mostly_Female,1.18,Sowing,13.3,1.05,1.85,2,14.0,4,448,896,0,2,Low
Soybean,Kharif,West_Bengal,Alluvial,Canal,None,Medium,Mostly_Male,1.81,Transplanting,19.34,1.04,3.39,6,46.3,10,414,2484,4,2,Medium
Vegetables,Zaid,Odisha,Loamy,Rainfed,High,Medium,Mixed,2.02,Sowing,35.26,0.91,1.34,3,22.2,5,381,1143,1,2,Very_Low
Sugarcane,Zaid,Madhya_Pradesh,Sandy,Sprinkler,Low,Medium,Mixed,0.79,Harvesting,29.96,1.03,3.86,3,21.4,5,406,1218,2,1,Medium
Mustard,Zaid,West_Bengal,Black,Sprinkler,None,Medium,Mostly_Female,0.63,Post_Harvest,15.99,0.86,0.84,1,7.5,2,438,438,0,1,Very_Low
Soybean,Zaid,Punjab,Loamy,Drip,Low,Medium,Mostly_Male,4.43,Threshing,21.8,0.98,2.13,9,67.0,18,691,6219,8,1,Low
Soybean,Kharif,West_Bengal,Black,Tube_Well,Low,Low,Mostly_Male,3.36,Irrigation,14.38,1.03,0.78,3,20.3,2,466,1398,2,1,Very_Low
Mustard,Kharif,Tamil_Nadu,Alluvial,Drip,Medium,Medium,Mixed,1.56,Pest_Control,31.17,0.96,0.6,1,8.0,2,579,579,0,1,Very_Low
Pulses,Zaid,Uttar_Pradesh,Loamy,Drip,Medium,Medium,Mostly_Female,1.36,Harvesting,18.85,0.9,1.64,2,14.9,10,438,876,0,2,Low
Vegetables,Zaid,Madhya_Pradesh,Loamy,Rainfed,Medium,Medium,Mostly_Female,0.9,Transplanting,36.45,0.88,4.39,4,33.4,6,474,1896,1,3,High
Wheat,Kharif,West_Bengal,Loamy,Rainfed,Medium,High,Mixed,0.64,Post_Harvest,22.44,0.98,0.59,1,6.7,1,391,391,0,1,Very_Low
Vegetables,Zaid,Tamil_Nadu,Red,Sprinkler,None,High,Mostly_Male,4.19,Harvesting,43.9,0.98,4.12,17,135.5,38,505,8585,12,5,High
Soybean,Zaid,Tamil_Nadu,Loamy,Canal,Medium,Medium,Mixed,0.8,Weeding,15.03,1.05,0.86,1,6.3,2,519,519,1,0,Very_Low
Vegetables,Zaid,Maharashtra,Sandy,Rainfed,Medium,Low,Mostly_Male,0.86,Threshing,38.94,0.94,3.71,3,26.2,3,570,1710,2,1,Medium
Soybean,Kharif,Karnataka,Laterite,Sprinkler,None,Low,Mostly_Female,0.86,Sowing,20.72,1.02,2.12,2,14.0,3,493,986,0,2,Low
Mustard,Zaid,Uttar_Pradesh,Loamy,Drip,High,Medium,Mostly_Male,1.98,Fertilizer_Application,24.17,1.14,0.41,1,7.4,3,380,380,1,0,Very_Low
Rice,Rabi,Maharashtra,Loamy,Canal,Medium,Medium,Mixed,1.39,Threshing,24.65,1.01,2.44,3,20.4,4,499,1497,2,1,Low
Pulses,Kharif,Tamil_Nadu,Black,Drip,Low,Low,Mostly_Female,3.89,Irrigation,22.74,0.9,0.72,3,26.4,3,563,1689,0,3,Very_Low
Cotton,Rabi,Maharashtra,Black,Canal,Medium,High,Mixed,1.66,Transplanting,26.62,1.08,3.62,6,37.4,11,511,3066,2,4,Medium
Mustard,Kharif,Karnataka,Red,Sprinkler,Low,High,Mostly_Female,1.22,Irrigation,7.85,1.0,0.74,1,8.7,1,458,458,0,1,Very_Low
Wheat,Zaid,West_Bengal,Laterite,Sprinkler,None,Medium,Mostly_Female,3.25,Transplanting,12.1,0.99,3.33,11,83.1,21,387,4257,2,9,Medium
Vegetables,Zaid,Haryana,Red,Tube_Well,Medium,Medium,Mostly_Female,7.9,Irrigation,36.08,0.92,0.87,7,54.9,6,666,4662,0,7,Very_Low
Pulses,Rabi,West_Bengal,Red,Drip,None,Low,Mostly_Female,1.47,Weeding,22.46,1.09,1.38,2,16.8,5,479,958,0,2,Very_Low
Sugarcane,Rabi,Punjab,Black,Drip,Low,High,Mostly_Female,3.94,Threshing,32.48,1.01,3.09,12,89.5,13,780,9360,0,12,Medium
Rice,Zaid,Madhya_Pradesh,Alluvial,Canal,Medium,Medium,Mostly_Female,0.75,Sowing,26.83,0.98,1.61,1,7.1,2,509,509,0,1,Low
